Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
2401559154,"Intermediate Media Studies 1","","",,,,4,"",",VA27FI,VA27MU,VA27RE,VA27SI,VA27SN,VA27TH,VA27WA,VA27curriculum",
2407124045,"PHYS UD RE 2","","",,,,4,"",",PY26FI,PY26MU,PY26RE,PY26SI,PY26SN,PY26TH,PY26WA,PY26curriculum,PY28FI,PY28MU,PY28RE,PY28SI,PY28SN,PY28TH,PY28WA,PY28curriculum,PY29FI,PY29MU,PY29RE,PY29SI,PY29SN,PY29TH,PY29WA,PY29curriculum,PY30FI,PY30MU,PY30RE,PY30SI,PY30SN,PY30TH,PY30WA,PY30curriculum,PY31FI,PY31MU,PY31RE,PY31SI,PY31SN,PY31TH,PY31WA,PY31curriculum,PY32FI,PY32MU,PY32RE,PY32SI,PY32SN,PY32TH,PY32WA,PY32curriculum,PY33FI,PY33MU,PY33RE,PY33SI,PY33SN,PY33TH,PY33WA,PY33curriculum,PY34FI,PY34MU,PY34RE,PY34SI,PY34SN,PY34TH,PY34WA,PY34curriculum",
2407809113,"ECON 110A","","","2452577601;1183307611;3148351944",,,4,"",",EN25FI,EN25MU,EN25RE,EN25SI,EN25SN,EN25TH,EN25WA,EN25curriculum",
2409606274,"VIS 142","","",,,,4,"",",VA29FI,VA29FI,VA29MU,VA29MU,VA29RE,VA29RE,VA29SI,VA29SI,VA29SN,VA29SN,VA29TH,VA29TH,VA29WA,VA29WA,VA29curriculum,VA29curriculum",
2411344434,"PRACTICUM","","",,,,4,"",",PC25SI",
2412912660,"CAT 3","","","2532694288",,,6,"",",AA25SI,AN26SI,AN27SI,AN28SI,AN29SI,AN30SI,BE25SI,BE27SI,BE28SI,BE29SI,BI30SI,BI31SI,BI32SI,BI34SI,BI35SI,BI37SI,BI38SI,CE25SI,CG25SI,CG29SI,CG31SI,CG32SI,CG33SI,CG34SI,CG35SI,CH25SI,CH34SI,CH35SI,CH36SI,CH38SI,CL25SI,CM26SI,CN25SI,CR25SI,CS25SI,CS26SI,CS27SI,DS25SI,EC26SI,EC27SI,EC28SI,EC37SI,ED25SI,EN25SI,EN28SI,EN30SI,ES25SI,ES26SI,ES27SI,ES28SI,ET25SI,GH25SI,GH26SI,GL25SI,GS25SI,HI25SI,HS25SI,HS26SI,HS27SI,HS28SI,IS25SI,IS26SI,IS27SI,IS28SI,IS29SI,IS30SI,IS31SI,IS34SI,IS36SI,IT25SI,JA25SI,JS25SI,LA25SI,LA26SI,LA27SI,LN25SI,LN29SI,LN32SI,LN33SI,LN34SI,LT33SI,LT34SI,LT34SI,LT34SI,LT34SI,LT36SI,LT41SI,MA27SI,MA29SI,MA30SI,MA31SI,MA32SI,MA33SI,MA35SI,MC25SI,MC27SI,MC30SI,MC31SI,MC32SI,MC33SI,MC34SI,MU25SI,MU26SI,MU27SI,NA25SI,PB25SI,PB26SI,PB27SI,PB28SI,PB29SI,PB30SI,PB31SI,PC25SI,PC26SI,PC28SI,PC29SI,PC30SI,PC31SI,PC32SI,PC33SI,PC34SI,PC35SI,PL25SI,PS25SI,PS26SI,PS27SI,PS28SI,PS29SI,PS30SI,PS31SI,PS32SI,PS34SI,PY26SI,PY28SI,PY29SI,PY30SI,PY31SI,PY32SI,PY33SI,PY34SI,RE26SI,RU26SI,SE27SI,SI29SI,SI30SI,SI31SI,SO25SI,SO27SI,SO28SI,SO29SI,SO30SI,SO31SI,SO32SI,SO33SI,TH26SI,TH27SI,US26SI,US27SI,VA26SI,VA27SI,VA28SI,VA29SI,VA30SI",
2413543665,"USP 3","","",,,,4,"",",US26FI,US26MU,US26RE,US26SI,US26SN,US26TH,US26WA,US26curriculum",
2420304335,"UD LTEN 3","","",,,,4,"",",LT36FI,LT36MU,LT36RE,LT36SI,LT36SN,LT36TH,LT36WA,LT36curriculum",
2422555474,"UD GEOSCIENCES ELECTIVE 7","","",,,,4,"",",SI31FI,SI31MU,SI31RE,SI31SI,SI31SN,SI31TH,SI31WA,SI31curriculum",
2422864161,"PRACTICUM/CAT 125","","",,,,4,"",",RE26SI",
2426247704,"MATH 181A","","","1497098272;2452577601;741494894",,,4,"",",MA35FI,MA35FI,MA35MU,MA35MU,MA35RE,MA35RE,MA35SI,MA35SI,MA35SN,MA35SN,MA35TH,MA35TH,MA35WA,MA35WA,MA35curriculum,MA35curriculum",
2427022489,"UD Major 13","","",,,,4,"",",MA31FI,MA31MU,MA31RE,MA31SI,MA31SN,MA31TH,MA31WA,MA31curriculum,MA33FI,MA33MU,MA33RE,MA33SI,MA33SN,MA33TH,MA33WA,MA33curriculum",
2427940643,"LTRU 2B","","","2272147818",,,5,"",",RU26FI,RU26FI,RU26MU,RU26MU,RU26RE,RU26RE,RU26SI,RU26SI,RU26SN,RU26SN,RU26TH,RU26TH,RU26WA,RU26WA,RU26curriculum,RU26curriculum",
2429805712,"TDDR 111","","","1466667830",,,4,"",",TH26FI,TH26MU,TH26RE,TH26SI,TH26SN,TH26TH,TH26WA,TH26curriculum",
2429900876,"LD Language 5","","",,,,5,"",",LT34FI,LT34MU,LT34RE,LT34SI,LT34SN,LT34TH,LT34WA,LT34curriculum,LT36FI,LT36MU,LT36RE,LT36SI,LT36SN,LT36TH,LT36WA,LT36curriculum,LT41FI,LT41MU,LT41RE,LT41SI,LT41SN,LT41TH,LT41WA,LT41curriculum",
2430484442,"SOCI UD CONCENTRATION 4","","",,,,4,"",",SO29FI,SO29MU,SO29RE,SO29SI,SO29SN,SO29TH,SO29WA,SO29curriculum,SO30FI,SO30MU,SO30RE,SO30SI,SO30SN,SO30TH,SO30WA,SO30curriculum,SO31FI,SO31MU,SO31RE,SO31SI,SO31SN,SO31TH,SO31WA,SO31curriculum,SO32FI,SO32MU,SO32RE,SO32SI,SO32SN,SO32TH,SO32WA,SO32curriculum,SO33FI,SO33MU,SO33RE,SO33SI,SO33SN,SO33TH,SO33WA,SO33curriculum",
2432542874,"ANTH 101","","",,,,4,"",",AN26FI,AN26MU,AN26RE,AN26SI,AN26SN,AN26TH,AN26WA,AN26curriculum,AN27FI,AN27MU,AN27RE,AN27SI,AN27SN,AN27TH,AN27WA,AN27curriculum,AN28FI,AN28MU,AN28RE,AN28SI,AN28SN,AN28TH,AN28WA,AN28curriculum,AN29FI,AN29MU,AN29RE,AN29SI,AN29SN,AN29TH,AN29WA,AN29curriculum,AN30FI,AN30MU,AN30RE,AN30SI,AN30SN,AN30TH,AN30WA,AN30curriculum",
2433438944,"SYN 100","","","680743639;3011861408",,,4,"",",AA25SN,AN26SN,AN27SN,AN28SN,AN29SN,AN30SN,BE25SN,BE27SN,BE28SN,BE29SN,BI30SN,BI31SN,BI32SN,BI34SN,BI35SN,BI37SN,BI38SN,CE25SN,CG25SN,CG29SN,CG31SN,CG32SN,CG33SN,CG34SN,CG35SN,CH25SN,CH34SN,CH35SN,CH36SN,CH38SN,CL25SN,CM26SN,CN25SN,CR25SN,CS25SN,CS26SN,CS27SN,DS25SN,EC26SN,EC27SN,EC28SN,EC37SN,ED25SN,EN25SN,EN28SN,EN30SN,ES25SN,ES26SN,ES27SN,ES28SN,ET25SN,GH25SN,GH26SN,GL25SN,GS25SN,HI25SN,HS25SN,HS26SN,HS27SN,HS28SN,IS25SN,IS26SN,IS27SN,IS28SN,IS29SN,IS30SN,IS31SN,IS34SN,IS36SN,IT25SN,JA25SN,JS25SN,LA25SN,LA26SN,LA27SN,LN25SN,LN29SN,LN32SN,LN33SN,LN34SN,LT33SN,LT34SN,LT36SN,LT41SN,MA27SN,MA29SN,MA30SN,MA31SN,MA32SN,MA33SN,MA35SN,MC25SN,MC27SN,MC30SN,MC31SN,MC32SN,MC33SN,MC34SN,MU25SN,MU26SN,MU27SN,NA25SN,PB25SN,PB26SN,PB27SN,PB28SN,PB29SN,PB30SN,PB31SN,PC25SN,PC26SN,PC28SN,PC29SN,PC30SN,PC31SN,PC32SN,PC33SN,PC34SN,PC35SN,PL25SN,PS25SN,PS26SN,PS27SN,PS28SN,PS29SN,PS30SN,PS31SN,PS32SN,PS34SN,PY26SN,PY28SN,PY29SN,PY30SN,PY31SN,PY32SN,PY33SN,PY34SN,RE26SN,RU26SN,SE27SN,SI29SN,SI30SN,SI31SN,SO25SN,SO27SN,SO28SN,SO29SN,SO30SN,SO31SN,SO32SN,SO33SN,TH26SN,TH27SN,US26SN,US27SN,VA26SN,VA27SN,VA28SN,VA29SN,VA30SN",
2437670990,"LIIT 1A","","",,,,2.5,"",",IT25FI,IT25FI,IT25FI,IT25MU,IT25MU,IT25MU,IT25RE,IT25RE,IT25RE,IT25SI,IT25SI,IT25SI,IT25SN,IT25SN,IT25SN,IT25TH,IT25TH,IT25TH,IT25WA,IT25WA,IT25WA,IT25curriculum,IT25curriculum,IT25curriculum",
2438477273,"MAE 156B","","","556802587;3859384312;2250458268;2377833625;3652155385",,,4,"",",MC27FI,MC27MU,MC27RE,MC27SI,MC27SN,MC27TH,MC27WA,MC27curriculum,MC30FI,MC30MU,MC30RE,MC30SI,MC30SN,MC30TH,MC30WA,MC30curriculum,MC31FI,MC31MU,MC31RE,MC31SI,MC31SN,MC31TH,MC31WA,MC31curriculum,MC32FI,MC32MU,MC32RE,MC32SI,MC32SN,MC32TH,MC32WA,MC32curriculum,MC33FI,MC33MU,MC33RE,MC33SI,MC33SN,MC33TH,MC33WA,MC33curriculum,MC34FI,MC34MU,MC34RE,MC34SI,MC34SN,MC34TH,MC34WA,MC34curriculum",
2440066282,"DF3 - LINGUISTICS","","",,,,4,"",",IS28FI,IS28MU,IS28RE,IS28SI,IS28SN,IS28TH,IS28WA,IS28curriculum",
2444196395,"CHIN 20C","","",,,,4,"",",CN25FI,CN25MU,CN25RE,CN25SI,CN25SN,CN25TH,CN25WA,CN25curriculum",
2445718114,"HDS 191","","","3761104771;2652177605",,,6,"",",HS25FI,HS25MU,HS25RE,HS25SI,HS25SN,HS25TH,HS25WA,HS25curriculum,HS26FI,HS26MU,HS26RE,HS26SI,HS26SN,HS26TH,HS26WA,HS26curriculum,HS27FI,HS27MU,HS27RE,HS27SI,HS27SN,HS27TH,HS27WA,HS27curriculum,HS28FI,HS28MU,HS28RE,HS28SI,HS28SN,HS28TH,HS28WA,HS28curriculum",
2447771697,"PHYS 1AL","","","598946973;1951273808",,,3,"",",BI30FI,BI30FI,BI30MU,BI30MU,BI30RE,BI30RE,BI30SI,BI30SI,BI30SN,BI30SN,BI30TH,BI30TH,BI30WA,BI30WA,BI30curriculum,BI30curriculum,BI31FI,BI31FI,BI31MU,BI31MU,BI31RE,BI31RE,BI31SI,BI31SI,BI31SN,BI31SN,BI31TH,BI31TH,BI31WA,BI31WA,BI31curriculum,BI31curriculum,BI32FI,BI32FI,BI32MU,BI32MU,BI32RE,BI32RE,BI32SI,BI32SI,BI32SN,BI32SN,BI32TH,BI32TH,BI32WA,BI32WA,BI32curriculum,BI32curriculum,BI35FI,BI35FI,BI35MU,BI35MU,BI35RE,BI35RE,BI35SI,BI35SI,BI35SN,BI35SN,BI35TH,BI35TH,BI35WA,BI35WA,BI35curriculum,BI35curriculum,BI37FI,BI37FI,BI37MU,BI37MU,BI37RE,BI37RE,BI37SI,BI37SI,BI37SN,BI37SN,BI37TH,BI37TH,BI37WA,BI37WA,BI37curriculum,BI37curriculum,BI38FI,BI38FI,BI38MU,BI38MU,BI38RE,BI38RE,BI38SI,BI38SI,BI38SN,BI38SN,BI38TH,BI38TH,BI38WA,BI38WA,BI38curriculum,BI38curriculum,CH35FI,CH35FI,CH35MU,CH35MU,CH35RE,CH35RE,CH35SI,CH35SI,CH35SN,CH35SN,CH35TH,CH35TH,CH35WA,CH35WA,CH35curriculum,CH35curriculum,CH38FI,CH38FI,CH38MU,CH38MU,CH38RE,CH38RE,CH38SI,CH38SI,CH38SN,CH38SN,CH38TH,CH38TH,CH38WA,CH38WA,CH38curriculum,CH38curriculum,ES26FI,ES26FI,ES26MU,ES26MU,ES26RE,ES26RE,ES26SI,ES26SI,ES26SN,ES26SN,ES26TH,ES26TH,ES26WA,ES26WA,ES26curriculum,ES26curriculum,ES28FI,ES28FI,ES28MU,ES28MU,ES28RE,ES28RE,ES28SI,ES28SI,ES28SN,ES28SN,ES28TH,ES28TH,ES28WA,ES28WA,ES28curriculum,ES28curriculum,PB31RE,SI29FI,SI29FI,SI29MU,SI29MU,SI29RE,SI29RE,SI29SI,SI29SI,SI29SN,SI29SN,SI29TH,SI29TH,SI29WA,SI29WA,SI29curriculum,SI29curriculum",
2448920655,"PSYC CORE 2","","",,,,4,"",",PC25FI,PC25MU,PC25RE,PC25SI,PC25SN,PC25TH,PC25WA,PC25curriculum,PC26FI,PC26MU,PC26RE,PC26SI,PC26SN,PC26TH,PC26WA,PC26curriculum,PC28FI,PC28MU,PC28RE,PC28SI,PC28SN,PC28TH,PC28WA,PC28curriculum,PC29FI,PC29MU,PC29RE,PC29SI,PC29SN,PC29TH,PC29WA,PC29curriculum,PC30FI,PC30MU,PC30RE,PC30SI,PC30SN,PC30TH,PC30WA,PC30curriculum,PC32FI,PC32MU,PC32RE,PC32SI,PC32SN,PC32TH,PC32WA,PC32curriculum,PC33FI,PC33MU,PC33RE,PC33SI,PC33SN,PC33TH,PC33WA,PC33curriculum",
2448972829,"UD POLI 3","","",,,,4,"",",PS25FI,PS25MU,PS25RE,PS25SI,PS25SN,PS25TH,PS25WA,PS25curriculum,PS26FI,PS26MU,PS26RE,PS26SI,PS26SN,PS26TH,PS26WA,PS26curriculum,PS27FI,PS27MU,PS27RE,PS27SI,PS27SN,PS27TH,PS27WA,PS27curriculum,PS28FI,PS28MU,PS28RE,PS28SI,PS28SN,PS28TH,PS28WA,PS28curriculum,PS29FI,PS29MU,PS29RE,PS29SI,PS29SN,PS29TH,PS29WA,PS29curriculum,PS30FI,PS30MU,PS30RE,PS30SI,PS30SN,PS30TH,PS30WA,PS30curriculum,PS31FI,PS31MU,PS31RE,PS31SI,PS31SN,PS31TH,PS31WA,PS31curriculum,PS32FI,PS32MU,PS32RE,PS32SI,PS32SN,PS32TH,PS32WA,PS32curriculum,PS34FI,PS34MU,PS34RE,PS34SI,PS34SN,PS34TH,PS34WA,PS34curriculum",
2449831573,"MUS 101A","","","2731646793;1205861857",,,4,"",",MU25FI,MU25MU,MU25RE,MU25SI,MU25SN,MU25TH,MU25WA,MU25curriculum",
2449987092,"UD Elective Movement 1","","",,,,4,"",",TH27FI,TH27MU,TH27RE,TH27SI,TH27SN,TH27TH,TH27WA,TH27curriculum",
2451287572,"UD BIO ELECT","","",,,,4,"",",BI30FI,BI30MU,BI30RE,BI30SI,BI30SN,BI30TH,BI30WA,BI30curriculum,BI37FI,BI37MU,BI37RE,BI37SI,BI37SN,BI37TH,BI37WA,BI37curriculum,BI38FI,BI38MU,BI38RE,BI38SI,BI38SN,BI38TH,BI38WA,BI38curriculum",
2452185837,"BENG 187C","","","1640542010",,,1,"",",BE25FI,BE25FI,BE25MU,BE25MU,BE25RE,BE25RE,BE25SI,BE25SI,BE25SN,BE25SN,BE25TH,BE25TH,BE25WA,BE25WA,BE25curriculum,BE25curriculum,BE27FI,BE27FI,BE27MU,BE27MU,BE27RE,BE27RE,BE27SI,BE27SI,BE27SN,BE27SN,BE27TH,BE27TH,BE27WA,BE27WA,BE27curriculum,BE27curriculum,BE28FI,BE28FI,BE28MU,BE28MU,BE28RE,BE28RE,BE28SI,BE28SI,BE28SN,BE28SN,BE28TH,BE28TH,BE28WA,BE28WA,BE28curriculum,BE28curriculum,BE29FI,BE29FI,BE29MU,BE29MU,BE29RE,BE29RE,BE29SI,BE29SI,BE29SN,BE29SN,BE29TH,BE29TH,BE29WA,BE29WA,BE29curriculum,BE29curriculum",
